,Review,Rating
9378,"Usually when you are going for TWS type headsets, following should be the preference in order:
1. Comfortable fit as you intend to use them for longer duration
2. Battery life- an obvious thing
3. Good Call quality
Boat Airdopes 381 ticks all of those boxes in a decent proportion. Anything beyond that is a luxury. Sound quality unfortunately is also a luxury which this product sadly does not provide. These are comfortable, well manufactured, nice in-hand feel, decent battery life but with sub...",3
9379,"Awsomeeeeee product worth buying it
Its almost been 3months i bought them
And it works amazing
No issues at all
Go for it worth the price",5
9380,Very nice product sound is very good in music and also in calls I have got this in 1999 the price is good for me after using the product in this price...,5
9381,They are awesome sound quality is also too good and structured very nicely amazing loved it you should buy them i gifted my papa he loved it,5
9382,Super good sound and amazing product battery backup is super good and bass very loud I love this product thankyou Boat,5
9383,Boat headset is very good quality sound and bass sit in air comfortable I am very happy with packaging of the product good looking thank you Flipkart for giving a good product.... Price also very good nice colour design and sound is very clear clarity charging is also coming long time for using.,5
9384,"Awesome product .
Sound quality very good and battery back is mind blowing
4 star just because while talking on call the mic quality is not up to mark rest everything is very good",4
9385,"Packing was awful..

Product is decent. Value for money. Don't expect a fancy product, it's a decent looking (not like it's displayed picture).

Sound quality is awesome.

Again, noise cancellation during call is not good. Also there is a latency if you call while running.

Overall it's a decent product not something amazing.",4
9386,"Ordered first time, one side touch stopped working. Exchanged by boAT for free. Now working fine. Good product at this price. A few issues:
1) Low bluetooth range if walls in between. Won't catch singal from 2 rooms away within 10 m.
2) Small electrical static (low buzzing sound) in the background when it is playing music, prominent when the volume is low.
3) Battery indicator LED in Charger/Case only turns on/off, no way to know how much juice is left in the case.

Otherwise the case is very...",4
9387,"the airdopes we're good. worth for money. I personally will tell to go for it. It properly sticks to ear I tried jumping lightly , running and bending but the airdopes stocked to my ear properly. The product finish is so soft and very smooth. The touch, Google assistant works really cool.",5
9388,Very very nice loved it sound quality is very good and base very nice,4
9389,Good product in the price range. I got the same at 1999 so super happy. Very satisfied with the purchase.,5
9390,"It's awesome....I gave compared the prices with other sites and it's 500 less compared to other sites. U got for 1499..sound quality is good..but not so crisp like JBL headphones...95 Percentage is sound quality good..

Pros for flipkart purchase
1) value for money
2) awesome package
3) fast delivery..I ordered by midnight and I got it next morning and felt like surprise
4) the boat design is so good and felt awesome quality
5) fast charge and I used all day long for calls and songs

Cons

N...",5
9391,It's amazing but his degine are not good i think it is large but his sounds and bass and battery is amazing i try his battery backup is 4 hour continuously in 60% volume and bass is perfect i like it,2
9392,"Mass item..!!!
The best ever quality sounds and in affordable price.!!!!
Doing good till now. Easy to wear, nyz build quality, compact and much more to say about this lime spirit bomb.
Especially, I'm in love with IWP technology. Ready to go in a jiffy..!! Thank you boat.",5
9393,First day review. Look wise good. Easy fit in both ear. If you are bass lover then don't expect you will get an awesome bass effect or sound effect within this price range. You need to put in charge once opened. All looks good.,5
9394,After doing a lot of research and finding something not too flashy but decent with pure bass and clear call reception...I am in awe of this TWS...its not a cheap spinoff of airpods ...it does it work quite well....battey wise its also good....I would recommend people to buy this good pair of airdopes,4
